#,LINEARobjectID,LCtype,P,A,stdev,rms,Lchi2pdf,nObs,skew,kurt,CUF
,19459131,1,0.622332,0.52,0.16,0.18,0.847,215,-0.05,-0.27,2
,19466437,1,0.542634,0.88,0.29,0.34,2.273,208,-0.86,-0.2,1
,19470278,5,0.410062,0.39,0.12,0.13,0.996,205,0.95,0.35,1
,19472283,1,0.695936,0.65,0.23,0.32,1.241,194,0.1,-1.32,1
,19481276,1,0.534596,0.85,0.27,0.32,1.71,205,-0.91,-0.37,1
,19484227,5,0.292991,0.55,0.18,0.22,0.929,207,0.53,-0.88,1
,19488878,2,0.289057,0.49,0.17,0.22,1.297,225,-0.25,-1.33,1
,19489228,5,0.827324,0.59,0.18,0.15,1.515,219,1.7,2.08,2
,19492872,5,0.273221,0.45,0.15,0.2,0.616,201,0.29,-0.85,1
,19494565,1,0.544114,0.82,0.25,0.26,1.308,225,-0.29,-0.62,1
,19498410,2,0.331667,0.34,0.13,0.19,1.28,92,-0.37,-1.38,1
,19501109,4,1.318398,0.34,0.1,0.1,1.664,222,1.64,1.78,2
,19501642,1,0.606726,0.44,0.14,0.18,2.267,156,0.11,-1.13,1
,19502772,2,0.316294,0.38,0.14,0.18,1.703,237,-0.13,-1.33,1
,19505504,1,0.679343,0.7,0.22,0.27,1.876,216,-0.5,-1.02,1
,19508548,1,0.704538,0.72,0.24,0.31,1.761,231,0.0,-1.1,1
,19509527,5,0.323924,0.57,0.19,0.23,0.599,213,0.75,0.14,1
,19516236,5,0.283011,0.68,0.24,0.31,0.931,175,0.69,-0.56,1
,19517555,1,0.66883,0.49,0.16,0.19,0.867,204,-0.42,-0.85,1
,19517626,1,0.609687,0.75,0.25,0.31,2.738,194,-0.71,-0.6,1
,19521959,1,0.645873,0.73,0.22,0.19,1.281,219,-0.59,-0.22,1
,19523436,2,0.320402,0.56,0.18,0.21,0.503,255,0.33,-0.51,1
,19532942,1,0.618861,0.73,0.23,0.27,1.965,119,-0.75,-0.6,1
,19533186,2,0.356978,0.46,0.14,0.16,1.0,221,-0.4,-0.14,1
,19538489,5,0.316583,0.48,0.15,0.17,0.739,77,0.45,-0.51,2
,19539918,5,0.313718,0.57,0.18,0.2,2.332,214,1.11,0.11,1
,19542794,6,0.076994,0.56,0.17,0.17,1.235,150,-0.96,-0.1,1
,19548146,1,0.643199,0.43,0.14,0.2,1.257,228,-0.14,-1.17,1
,19548895,5,0.234652,0.74,0.23,0.22,0.766,220,0.94,-0.06,1
,19554207,2,0.309237,0.34,0.12,0.16,1.048,211,0.19,-1.29,1
,19554565,5,0.314985,0.48,0.15,0.18,1.639,203,0.9,-0.24,1
,19558250,1,0.582076,0.67,0.21,0.23,1.266,231,-0.33,-0.8,1
,19560271,5,0.424638,0.31,0.11,0.14,1.465,230,0.35,-1.18,1
,19561948,5,0.363851,0.73,0.25,0.28,1.31,204,0.78,-0.7,1
,19563445,5,0.314773,0.54,0.18,0.23,1.732,230,0.73,-0.62,1
,19566624,1,0.667754,0.59,0.19,0.24,2.057,140,-0.23,-1.03,1
,19567025,1,0.522312,0.98,0.32,0.35,1.431,198,-0.77,-0.5,1
,19567682,2,0.303706,0.53,0.18,0.23,0.826,194,-0.09,-1.12,1
,19574789,5,0.207246,0.72,0.23,0.23,0.902,197,0.65,-0.02,1
,19579074,1,0.454615,1.01,0.32,0.34,1.373,183,-0.92,-0.3,1
,19580796,5,0.338702,0.47,0.15,0.18,0.609,187,0.64,-0.58,1
,19581696,5,0.430119,0.4,0.13,0.17,1.421,192,0.48,-1.12,2
,19588941,5,0.539502,0.83,0.26,0.22,0.589,159,1.42,1.43,1
,19592440,1,0.449426,0.92,0.32,0.36,2.05,141,-0.93,-0.58,1
,19593570,1,0.583446,0.8,0.26,0.35,2.305,198,-0.16,-1.25,1
,19597618,1,0.54533,0.83,0.27,0.33,1.334,183,-0.53,-0.71,1
,19598169,1,0.613718,0.43,0.14,0.16,2.202,181,-0.63,-0.82,2
,19602027,0,-9.9,0.47,0.18,0.12,1.631,111,-1.87,5.81,1
,19604772,0,-9.9,0.72,0.3,0.17,2.759,99,-2.33,8.34,1
,19608041,5,0.369927,0.73,0.22,0.21,2.67,151,0.62,-0.14,2
,19612582,1,0.453802,0.94,0.33,0.43,2.215,213,-0.72,-0.98,2
,19616394,2,0.38615,0.66,0.21,0.26,1.443,148,0.34,-0.6,2
,19616828,0,-9.9,0.92,0.32,0.36,2.055,38,-0.07,-0.12,1
,19618183,1,0.473236,0.97,0.29,0.3,1.218,157,-0.86,0.51,1
,19620582,4,0.839175,0.83,0.24,0.13,0.598,156,1.93,3.54,2
,19621282,5,0.302197,0.44,0.15,0.17,1.401,188,0.64,-0.78,1
,19624049,2,0.286652,0.41,0.15,0.22,2.388,207,-0.26,-1.48,1
,19644291,1,0.450782,0.98,0.32,0.39,2.343,207,-0.62,-0.78,1
,19646284,1,0.577157,0.75,0.24,0.3,2.621,188,-0.37,-0.95,1
,19647392,2,0.284244,0.51,0.16,0.2,1.087,182,-0.26,-0.99,1
,19647800,5,0.687672,0.35,0.11,0.12,2.154,221,1.31,1.83,2
,19648541,5,0.337616,0.55,0.19,0.22,1.441,312,0.64,-0.82,1
,19655048,1,0.565344,0.87,0.28,0.35,1.817,221,-0.73,-0.67,1
,19661478,2,0.380858,0.4,0.14,0.18,0.896,43,-0.19,-1.09,1
,19661763,1,0.618132,0.78,0.25,0.22,1.096,219,-0.72,-0.38,1
,19668062,1,0.502376,0.87,0.28,0.35,1.714,208,-0.62,-0.87,1
,19670874,1,0.483216,0.67,0.22,0.22,1.895,161,-1.09,0.53,1
,19674074,1,0.57578,0.58,0.18,0.18,0.867,145,-0.24,-0.45,1
,19675641,2,0.308374,0.36,0.13,0.18,1.331,148,-0.09,-1.46,1
,19676971,5,0.297916,0.4,0.13,0.16,0.659,202,0.49,-0.64,1
,19683023,1,0.511957,0.96,0.32,0.4,1.928,218,-0.55,-0.95,1
,19686866,5,0.300141,0.35,0.12,0.14,0.487,207,0.22,-0.62,1
,19692246,5,0.259545,0.73,0.28,0.26,0.876,186,2.05,7.14,1
,19693410,1,0.49286,0.92,0.3,0.26,3.222,168,-1.38,0.59,1
,19694460,5,0.361268,0.37,0.12,0.14,2.293,215,0.35,-0.96,1
,19695942,1,0.62734,0.47,0.15,0.17,1.102,176,-0.59,-0.4,1
,19696455,1,0.478263,0.56,0.17,0.19,1.056,214,-0.57,-0.66,1
,19699379,1,0.602918,0.45,0.31,0.17,2.08,204,6.86,65.4,1
,19702093,5,0.329652,0.33,0.11,0.13,0.613,201,0.58,-0.37,1
,19706694,1,0.563796,0.52,0.16,0.19,2.616,133,-0.28,-0.7,1
,19707725,1,0.556044,0.5,0.16,0.19,0.833,207,-0.22,-0.42,1
,19708313,5,0.301274,0.47,0.16,0.19,1.082,159,0.52,-0.7,1
,19713684,5,0.575352,0.53,0.15,0.12,0.637,187,1.54,2.01,1
,19715445,5,0.375973,0.42,0.14,0.17,0.871,210,0.39,-1.02,1
,19718604,5,0.249652,0.63,0.29,0.23,1.394,110,3.24,17.29,2
,19722083,1,0.713884,0.47,0.15,0.17,2.257,123,-0.73,-0.35,1
,19723543,1,0.613233,0.31,0.1,0.13,1.907,162,-0.11,-1.04,1
,19725677,1,0.802249,0.36,0.12,0.17,1.453,190,0.02,-1.34,2
,19726478,1,0.572914,0.66,0.2,0.2,0.982,149,-0.61,-0.11,1
,19735280,5,0.306449,0.59,0.2,0.2,1.356,154,0.89,2.4,1
,19735557,1,0.470679,0.98,0.31,0.34,1.382,190,-0.77,-0.19,1
,19737210,5,0.330906,0.57,0.19,0.23,1.621,180,1.05,0.08,1
,19740740,1,0.522155,0.86,0.28,0.35,1.77,205,-0.54,-0.94,1
,19744819,1,0.654006,0.53,0.18,0.23,1.359,203,0.09,-1.29,1
,19746663,2,0.331923,0.37,0.13,0.17,1.121,134,0.02,-1.32,1
,19752017,1,0.589536,0.51,0.17,0.22,2.29,128,-0.08,-1.09,1
,19752221,5,0.388004,0.42,0.14,0.17,1.286,209,0.31,-1.14,1
,19757037,1,0.569507,0.72,0.23,0.28,1.473,230,-0.29,-0.98,1
,19758292,1,0.549381,0.78,0.25,0.31,0.928,226,-0.39,-0.94,1
,19760791,2,0.293276,0.45,0.16,0.22,1.309,226,-0.1,-1.46,1
,19761849,1,0.578463,0.61,0.18,0.19,2.252,87,-1.04,0.14,1
,19763802,1,0.629945,0.34,0.11,0.13,2.074,169,0.36,-0.26,1
,19764252,5,0.514895,0.39,0.12,0.12,0.928,236,1.46,1.72,2
,19765790,1,0.491818,0.84,0.27,0.31,1.477,246,-0.54,-0.57,1
,19766156,1,0.589282,0.65,0.2,0.23,0.711,93,-0.6,-0.32,1
,19769167,5,0.37054,0.48,0.16,0.23,1.546,198,0.12,-1.28,1
,19771172,5,0.271251,0.46,0.15,0.18,1.013,207,0.48,-0.61,1
,19772953,1,0.587756,0.74,0.25,0.29,1.058,240,-0.02,-0.46,1
,19773423,1,0.476244,0.92,0.31,0.4,1.752,240,-0.48,-0.89,1
,19775800,2,0.310858,0.49,0.17,0.22,1.153,292,0.26,0.02,1
,19780691,1,0.637458,0.89,0.27,0.3,1.119,238,-0.07,0.69,1
,19785418,1,0.649155,0.76,0.24,0.28,0.911,196,-0.42,-0.79,1
,19785439,5,0.291673,0.5,0.18,0.23,1.188,248,0.68,-0.63,1
,19786391,1,0.569165,0.7,0.23,0.28,1.447,205,-0.37,-0.93,1
,19788178,1,0.515875,0.89,0.3,0.38,2.634,225,-0.66,-0.97,1
,19789192,5,0.336808,0.39,0.12,0.14,0.847,206,0.41,-0.63,1
,19792797,1,0.588517,0.63,0.2,0.2,2.165,200,-0.57,0.03,1
,19798914,1,0.560438,0.81,0.23,0.23,1.829,214,-1.08,0.93,1
,19798973,5,0.276873,0.3,0.1,0.11,0.763,163,0.58,-0.22,1
,19806944,1,0.513794,0.85,0.27,0.3,1.92,198,-0.85,-0.23,2
,19809329,1,0.608669,0.88,0.31,0.4,2.057,156,-0.3,-1.24,1
,19809695,1,0.627183,0.53,0.17,0.18,0.514,188,0.15,-0.4,2
,19811879,2,0.30785,0.44,0.15,0.2,1.23,145,0.17,-1.15,1
,19813857,2,0.4191,0.38,0.12,0.15,1.24,207,0.02,-1.05,1
,19816005,1,0.511184,0.92,0.3,0.34,1.563,148,-0.58,-0.34,1
,19817821,1,0.505527,0.96,0.29,0.31,1.785,131,-0.94,-0.04,1
,19819181,5,0.259728,0.31,0.11,0.13,1.205,181,0.39,-0.44,1
,19820688,5,0.288512,0.69,0.23,0.27,0.935,218,0.7,-0.65,1
,19824711,5,0.277679,0.65,0.21,0.27,1.02,208,0.57,-0.65,1
,19828063,5,0.267905,0.63,0.22,0.28,2.295,216,0.66,-0.95,1
,19829206,5,0.250972,0.48,0.16,0.19,0.899,163,0.82,-0.29,1
,19833598,1,0.527439,0.74,0.23,0.26,1.778,210,-0.98,0.2,1
,19835781,5,0.264347,0.58,0.19,0.23,0.523,181,0.9,0.07,1
,19838287,1,0.568396,0.64,0.21,0.26,2.071,246,-0.33,-1.02,1
,19838419,5,0.388742,0.33,0.1,0.08,1.564,76,1.23,1.02,2
,19838842,5,0.273108,0.52,0.19,0.25,1.406,231,0.07,-1.33,1
,19839257,2,0.262669,0.34,0.12,0.16,1.937,208,-0.05,-1.32,1
,19843802,0,-9.9,0.56,0.17,0.18,0.667,58,0.18,-0.65,1
,19845547,1,0.692348,0.44,0.15,0.19,0.96,217,0.07,-0.89,1
,19852177,1,0.577643,0.6,0.19,0.24,1.608,190,-0.15,-1.21,1
,19853051,2,0.427771,0.32,0.11,0.14,1.883,209,0.07,-1.29,1
,19854346,1,0.495635,0.97,0.31,0.38,1.809,199,-0.74,-0.65,1
,19854996,5,0.312212,0.72,0.24,0.31,0.733,172,0.64,-0.67,1
,19858292,1,0.521524,0.82,0.27,0.27,1.127,211,-0.69,0.79,1
,19858403,5,0.384766,0.55,0.19,0.25,2.145,219,0.65,-0.94,1
,19868360,0,0.608399,0.52,0.16,0.16,0.643,207,0.35,-0.45,1
,19869117,5,0.261824,0.37,0.13,0.17,1.829,30,0.37,-1.22,3
,19869921,5,0.534401,0.83,0.24,0.18,1.091,205,1.82,2.25,2
,19871213,0,-9.9,0.43,0.13,0.13,0.493,160,0.41,0.17,1
,19876677,1,0.572275,0.67,0.22,0.26,2.456,216,-0.9,-0.34,1
,19880853,5,0.379139,0.43,0.13,0.15,0.878,197,0.48,-0.34,1
,19882206,1,0.498109,0.93,0.31,0.31,2.593,143,-0.92,-0.33,1
,19884349,5,0.301466,0.65,0.21,0.24,0.911,216,0.84,-0.43,1
,19886966,1,0.502292,0.88,0.27,0.31,1.308,207,-0.69,-0.45,1
,19889749,5,0.318923,0.41,0.13,0.16,2.285,220,0.34,-0.81,1
,19894436,1,0.537431,0.83,0.28,0.34,2.084,214,-0.55,-0.73,1
,19897730,5,0.26416,0.75,0.25,0.29,0.993,228,0.88,-0.21,1
,19898260,5,0.395189,0.39,0.12,0.12,0.882,234,1.26,0.48,1
,19901121,5,0.22488,0.62,0.21,0.22,0.848,185,0.68,0.19,1
,19902731,2,0.306249,0.49,0.17,0.22,0.732,164,0.36,-0.78,1
,19903618,5,0.238223,0.95,0.32,0.33,0.861,190,0.75,0.21,1
,19903776,5,0.314706,0.46,0.16,0.19,1.39,100,0.36,-0.39,2
,19904187,1,0.536865,0.97,0.31,0.25,0.955,54,-0.31,0.37,3
,19906963,5,0.272248,0.76,0.28,0.31,1.209,177,1.22,2.3,1
,19914694,5,0.242987,0.72,0.23,0.24,0.6,169,0.76,-0.31,1
,19914799,5,0.240286,0.56,0.18,0.18,0.744,169,1.18,0.58,1
,19917165,2,0.373343,0.43,0.15,0.19,1.303,176,0.35,-0.92,1
,19922563,5,0.285209,0.43,0.14,0.17,1.888,132,0.52,-0.94,1
,19925031,2,0.36173,0.47,0.15,0.17,0.679,189,0.23,-0.16,2
,19925386,4,0.310116,0.38,0.12,0.12,0.887,182,1.44,1.34,2
,19925986,1,0.632025,0.78,0.25,0.27,0.891,200,-0.62,0.1,1
,19926449,5,0.357769,0.33,0.11,0.15,1.427,200,0.16,-1.25,1
,19926704,0,-9.9,0.45,0.14,0.15,1.452,129,0.25,-0.05,1
,19926728,0,0.24637,1.49,0.44,0.44,1.32,136,0.33,-0.08,1
,19926732,0,0.24637,1.52,0.44,0.43,1.682,141,0.29,-0.11,1
,19926880,0,0.246371,0.44,0.13,0.14,1.107,141,-0.02,-0.47,1
,19927005,0,0.246371,0.92,0.27,0.26,1.233,141,0.37,0.08,1
,19927078,0,0.24637,0.58,0.18,0.19,1.313,141,0.19,-0.16,1
,19927168,0,0.24637,0.35,0.1,0.11,0.638,141,0.1,0.25,1
,19927422,0,0.24637,0.47,0.15,0.16,0.759,141,0.16,0.12,1
,19927459,0,-9.9,0.4,0.13,0.16,0.956,76,0.24,-0.34,1
,19927647,0,0.246369,0.66,0.2,0.22,0.762,140,0.1,-0.46,1
,19928075,0,-9.9,0.36,0.1,0.11,0.701,141,0.12,-0.28,1
,19928386,0,0.246371,0.65,0.2,0.2,2.288,135,0.19,-0.08,1
,19928400,0,0.24637,1.13,0.34,0.34,1.778,140,0.23,-0.33,1
,19928480,0,0.24637,0.71,0.21,0.2,1.027,141,0.15,0.06,1
,19928581,0,0.246372,0.81,0.26,0.28,1.115,140,0.29,-0.01,1
,19928731,0,0.246369,0.91,0.28,0.3,0.972,140,0.23,-0.45,1
,19928765,0,0.246372,1.6,0.48,0.5,2.295,141,0.31,-0.12,1
,19928791,0,0.24637,0.44,0.13,0.15,0.544,141,0.01,-0.39,1
,19928910,0,-9.9,0.44,0.13,0.14,0.826,141,0.28,-0.09,1
,19929308,0,0.246372,0.76,0.23,0.27,0.613,141,-0.02,-0.4,1
,19929460,0,0.246372,0.46,0.15,0.16,0.573,141,-0.02,-0.03,1
,19929520,0,-9.9,0.55,0.16,0.16,0.665,122,0.56,0.23,1
,19936527,5,0.278951,0.67,0.22,0.26,1.155,185,0.81,0.04,1
,19951003,5,0.444539,0.43,0.13,0.14,0.734,197,1.01,0.16,1
,19959995,1,0.559937,0.69,0.22,0.27,1.483,175,-0.46,-0.75,1
,19960463,2,0.34098,0.39,0.13,0.17,0.704,165,-0.14,-1.0,1
,19963071,0,0.473288,0.7,0.21,0.24,0.848,202,-0.51,0.63,1
,19968688,0,0.498608,0.8,0.25,0.23,1.286,146,-0.05,-0.2,3
,19970319,7,124.859512,1.23,0.45,0.59,2.318,202,0.36,-1.18,1
,19972061,5,0.396443,0.62,0.2,0.19,0.71,206,0.9,-0.15,1
,19974129,5,0.276299,0.4,0.13,0.15,1.764,171,0.2,-0.92,1
,19976574,1,0.618797,0.76,0.23,0.24,1.828,121,-1.04,0.12,1
,19983335,1,1.191479,0.4,0.13,0.13,1.437,196,-0.54,-0.41,2
,19984166,1,0.580585,0.8,0.27,0.32,1.249,227,-0.29,-0.57,1
,19987907,0,-9.9,0.32,0.1,0.12,1.376,216,0.04,-0.73,1
,19990261,5,0.507087,0.36,0.12,0.16,1.602,221,0.47,-1.12,2
,19995986,5,0.270001,0.52,0.19,0.23,1.664,46,0.84,-0.81,2
,20011179,2,0.382984,0.48,0.17,0.23,1.659,204,-0.31,-1.13,1
,20015654,4,1.034057,0.61,0.18,0.16,2.118,208,1.96,2.78,1
,20015900,4,0.668597,0.81,0.25,0.14,0.691,134,1.8,2.8,2
,20020556,4,2.277194,0.39,0.12,0.07,0.978,206,2.67,7.97,3
,20021075,5,0.395706,0.34,0.11,0.13,1.605,173,0.84,-0.36,1
,20032847,5,0.343578,0.48,0.17,0.21,0.665,203,0.58,-0.62,1
,20035511,1,0.596408,0.8,0.26,0.33,2.171,214,-0.58,-0.83,1
,20037383,1,0.489178,0.84,0.28,0.37,2.366,226,-0.43,-0.98,1
,20048769,1,0.702972,0.69,0.22,0.19,0.605,201,0.7,1.44,1
,20049373,1,0.677776,0.61,0.19,0.22,1.133,193,-0.25,-0.6,1
,20051838,1,0.622561,0.6,0.2,0.25,2.199,194,-0.73,-0.6,1
,20052828,5,0.389907,0.3,0.1,0.12,1.551,82,0.29,-1.11,1
,20055247,1,0.58696,0.73,0.25,0.27,0.843,211,0.12,-0.61,2
,20056718,1,0.484117,1.0,0.34,0.44,1.738,209,-0.42,-1.14,1
,20058128,5,0.365897,0.71,0.25,0.3,1.279,210,0.84,-0.68,1
,20059986,5,0.313819,0.4,0.14,0.18,0.908,180,0.51,-0.86,1
,20060385,1,0.475672,0.68,0.23,0.31,1.838,204,-0.76,-0.74,1
,20061356,1,0.605416,0.51,0.16,0.21,1.776,190,-0.11,-1.13,1
,20063211,1,0.632413,0.73,0.23,0.27,0.851,206,-0.09,-0.98,1
,20063826,5,0.332224,0.42,0.14,0.17,0.543,187,0.37,-0.42,1
,20064465,2,0.271114,0.41,0.15,0.22,1.964,182,0.29,-1.47,1
,20067913,1,0.55203,0.55,0.18,0.23,1.967,117,-0.5,-0.94,1
,20070149,5,0.455738,0.44,0.14,0.16,0.593,221,0.71,0.08,1
,20070887,5,0.355882,0.63,0.21,0.28,1.302,256,0.68,-0.85,1
,20071721,5,0.27184,0.73,0.27,0.24,0.641,194,2.12,9.82,2
,20071890,2,0.33858,0.4,0.14,0.2,0.764,220,-0.17,-1.26,1
,20072583,5,0.475898,0.42,0.17,0.16,0.618,210,3.62,31.3,2
,20072948,1,0.678503,0.56,0.22,0.21,1.905,257,2.89,26.51,1
,20074218,5,0.327605,0.36,0.12,0.16,1.155,257,0.31,-1.14,1
,20075676,5,0.317774,0.35,0.11,0.13,1.318,202,0.57,-0.75,1
,20075891,2,0.284098,0.53,0.18,0.2,0.789,213,0.89,3.82,2
,20079092,5,0.271115,0.62,0.21,0.27,1.11,256,0.67,-0.89,1
,20083833,5,0.281987,0.65,0.22,0.28,2.48,221,0.85,-0.58,1
,20084674,1,0.653107,0.63,0.2,0.24,0.759,204,-0.08,-0.77,1
,20086750,1,0.546633,0.66,0.21,0.24,2.631,149,-0.69,-0.57,1
,20092061,1,0.638873,0.34,0.11,0.13,1.363,193,0.08,-1.1,1
,20095615,1,0.727436,0.67,0.21,0.24,0.683,57,-0.18,-0.95,3
,20097614,5,0.248813,0.47,0.16,0.2,1.819,143,0.59,-0.85,1
,20098606,1,0.544986,0.89,0.32,0.43,2.716,205,-0.37,-1.36,1
,20099981,2,0.387056,0.38,0.12,0.16,0.604,213,-0.14,-1.13,1
,20105424,2,0.298539,0.57,0.19,0.23,0.662,215,0.14,-0.98,1
,20107944,1,0.598479,0.63,0.19,0.21,0.987,215,0.14,-0.76,2
,20111088,5,0.350799,0.38,0.13,0.19,2.056,197,0.3,-1.4,1
,20121650,5,0.353509,0.68,0.22,0.24,1.855,193,0.89,-0.37,1
,20128903,1,0.607324,0.85,0.26,0.28,1.258,207,-0.28,-0.49,1
,20129375,5,0.240556,0.43,0.14,0.17,1.29,197,0.44,-0.78,1
,20132306,1,0.453971,1.04,0.34,0.38,1.998,196,-0.76,-0.67,1
,20134127,5,0.350746,0.41,0.14,0.17,1.852,213,0.59,-1.03,1
,20135865,1,0.593205,0.7,0.34,0.21,0.867,61,2.93,13.02,3
,20142615,1,0.544894,0.79,0.24,0.26,0.86,175,-0.28,-0.47,3
,20148918,1,0.53909,0.53,0.18,0.19,2.538,176,-0.99,0.42,1
,20151328,1,0.675994,0.77,0.24,0.28,1.922,216,-0.85,-0.47,1
,20153535,1,0.640172,0.88,0.3,0.4,2.674,129,-0.44,-1.27,1
,20158313,1,0.527828,0.86,0.28,0.36,2.297,171,-0.42,-1.12,1
,20161009,1,0.638389,0.65,0.22,0.29,1.062,206,-0.24,-1.23,1
,20163800,5,0.328566,0.46,0.15,0.18,0.791,210,0.65,-0.48,1
,20169929,1,0.621031,0.69,0.21,0.21,1.451,81,-0.71,-0.53,2
,20171137,1,0.629167,0.75,0.25,0.31,2.142,207,-0.58,-0.98,1
,20172691,0,-9.9,0.39,0.13,0.18,1.687,213,-0.5,-1.1,1
,20174974,1,0.584701,0.77,0.25,0.3,1.917,219,-0.33,-0.77,1
,20187027,1,0.714397,0.58,0.19,0.27,2.595,163,-0.49,-1.09,1
,20192723,5,0.292435,0.88,0.29,0.32,1.156,195,0.89,0.79,2
,20194811,5,0.306326,0.78,0.25,0.28,0.961,195,0.98,0.0,1
,20204575,5,0.333678,0.26,0.17,0.12,1.786,86,4.01,20.94,2
,20208482,1,0.668937,0.33,0.11,0.15,1.618,174,0.2,-1.2,1
,20212390,5,0.286786,0.65,0.22,0.27,0.942,177,0.53,-0.86,1
,20213977,1,0.563723,0.64,0.19,0.2,1.795,149,-0.82,-0.06,1
,20215725,2,0.31432,0.43,0.15,0.2,1.37,149,-0.26,-1.35,1
,20221780,1,0.578984,0.61,0.2,0.25,1.911,150,-0.89,-0.59,1
,20227792,1,0.480122,0.89,0.28,0.32,2.633,155,-0.63,-0.38,1
,20235961,5,0.230281,0.72,0.24,0.27,1.193,192,0.84,-0.4,1
,20236169,5,0.23765,0.54,0.17,0.21,1.6,178,0.69,-0.58,1
,20239309,5,0.515507,0.49,0.16,0.12,0.586,133,1.55,3.24,1
,20241611,1,0.712418,0.38,0.13,0.17,1.244,200,-0.21,-1.24,1
,20245607,5,0.295629,0.35,0.11,0.13,0.499,199,0.27,-0.56,1
,20251358,2,0.34259,0.43,0.14,0.15,1.523,129,1.14,3.32,1
,20254567,5,0.372183,0.33,0.12,0.13,0.769,206,0.9,0.6,1
,20256416,1,0.472885,0.91,0.3,0.34,1.799,150,-0.73,-0.75,1
,20258978,4,0.804545,0.45,0.13,0.08,0.705,191,1.95,4.2,2
,20259428,5,0.375559,0.68,0.21,0.23,1.639,173,1.0,0.2,1
,20269515,1,0.511352,0.7,0.24,0.3,2.163,188,-0.56,-1.07,1
,20270045,0,-9.9,0.46,0.17,0.21,1.017,44,0.13,-1.29,1
,20270338,1,0.543355,0.95,0.3,0.28,1.381,181,-0.43,0.01,1
,20271572,1,0.536802,0.68,0.23,0.29,1.463,181,-0.4,-1.06,1
,20278860,1,0.528139,0.73,0.23,0.28,2.333,235,-0.88,-0.28,1
,20279879,1,0.468456,0.85,0.27,0.28,2.071,212,-1.08,0.46,1
,20280523,1,0.597337,0.52,0.16,0.2,0.583,86,-0.3,-0.71,2
,20280597,5,0.345513,0.29,0.11,0.11,0.562,231,2.57,17.92,1
,20281293,1,0.531431,0.86,0.29,0.37,1.647,165,-0.55,-0.89,1
,20288319,5,0.269909,0.63,0.19,0.23,0.86,229,0.6,-0.5,1
,20293625,1,0.566627,0.72,0.23,0.25,0.789,210,0.13,0.17,1
,20293646,5,0.298117,0.39,0.14,0.2,0.976,46,-0.33,-1.3,1
,20302023,1,0.514301,0.89,0.3,0.31,1.316,216,-0.03,0.9,1
,20303195,2,0.418195,0.42,0.14,0.17,0.98,162,0.11,-0.9,1
,20303778,1,0.620701,0.54,0.17,0.19,0.528,218,-0.22,-0.59,2
,20307322,1,0.515751,0.37,0.13,0.16,0.955,216,-0.04,-1.3,1
,20313038,2,0.336473,0.42,0.19,0.18,1.311,174,1.96,7.33,1
,20316230,5,0.305705,0.57,0.2,0.26,2.253,218,0.5,-1.22,1
,20323540,2,0.255387,0.41,0.15,0.21,1.771,156,0.31,-0.87,1
,20325437,2,0.298894,0.59,0.19,0.21,0.61,212,0.55,0.29,1
,20326720,1,0.499492,0.89,0.3,0.38,1.82,249,-0.64,-0.56,1
,20330824,1,0.506137,0.71,0.25,0.34,2.957,199,-0.52,-0.88,1
,20332286,1,0.507951,0.94,0.3,0.32,1.244,243,-0.65,-0.5,1
,20334947,5,0.278594,0.59,0.2,0.25,1.112,210,0.39,-1.16,1
,20335838,1,0.51341,0.86,0.26,0.28,1.411,195,-0.57,-0.5,1
,20344977,1,0.576874,0.66,0.2,0.25,1.891,223,-0.27,-0.85,1
,20351339,5,0.333202,0.47,0.15,0.18,0.607,220,0.18,-0.64,1
,20352515,5,0.35005,0.43,0.14,0.14,1.098,209,1.16,0.73,1
,20354383,5,0.417476,0.36,0.12,0.15,2.188,194,0.43,-1.1,1
,20357790,5,1.02919,0.35,0.12,0.12,1.889,191,1.24,1.62,2
,20358825,2,0.352228,0.36,0.12,0.17,1.213,208,-0.06,-1.28,1
,20363182,5,0.36908,0.41,0.13,0.13,0.507,217,0.95,0.62,1
,20364739,1,0.622663,0.52,0.16,0.14,0.573,37,-0.14,-0.76,3
,20370614,2,0.292815,0.54,0.18,0.23,0.672,222,-0.1,-1.02,2
,20371308,5,0.306971,0.53,0.23,0.22,1.673,210,2.39,8.39,1
,20372537,5,0.288766,0.66,0.22,0.22,1.583,206,1.07,0.1,1
,20374810,1,0.4943,1.01,0.33,0.4,1.947,215,-0.63,-0.85,1
,20376644,2,0.284639,0.31,0.11,0.15,1.933,209,0.1,-1.38,1
,20387404,1,0.52813,0.88,0.29,0.34,2.715,212,-0.65,-0.87,1
,20392003,5,0.39148,0.47,0.17,0.24,2.046,182,0.31,-1.41,1
,20398210,5,0.33543,0.46,0.15,0.19,0.854,188,0.46,-0.44,1
,20398973,2,0.321608,0.44,0.14,0.17,0.552,199,0.07,-0.9,1
,20405655,1,0.612457,0.44,0.14,0.16,1.204,115,-0.51,-0.52,1
,20408558,7,1489.581909,0.41,0.13,0.17,1.49,182,0.23,-1.04,2
,20409258,0,-9.9,0.61,0.18,0.17,2.494,175,0.49,1.0,1
,20409590,1,0.570877,0.55,0.17,0.2,2.141,197,-0.2,-0.88,1
,20412789,1,0.728135,0.43,0.14,0.16,1.783,128,-0.29,-1.02,1
,20415174,1,0.512419,0.84,0.25,0.25,2.777,172,-1.25,0.91,1
,20418139,5,0.295114,0.47,0.16,0.18,2.053,40,0.38,-0.67,3
